numero_questao,enunciado,alternativas,gabarito,nu_param_B,ano,enunciado_limpo,alternativas_limpo
124,"A extinção de espécies é uma ameaça real que afeta 
diversas regiões do país. A introdução de espécies exóticas 
pode ser considerada um fator maximizador desse processo. 
A jaqueira (Artocarpus heterophyllus), por exemplo, é uma 
árvore originária da Índia e de regiões do Sudeste Asiático 
que foi introduzida ainda na era colonial e se aclimatou 
muito bem em praticamente todo o território nacional.
Casos como o dessa árvore podem provocar a redução 
da biodiversidade, pois elas","A: ocupam áreas de vegetação nativa e substituem 
parcialmente a flora original.; B: estimulam a competição por seus frutos entre animais 
típicos da região e eliminam as espécies perdedoras.; C: alteram os nichos e aumentam o número de 
possibilidades de relações entre os seres vivos 
daquele ambiente.; D: apresentam alta taxa de reprodução e se mantêm 
com um número de indivíduos superior à capacidade 
suporte do ambiente.; E: diminuem a relação de competição entre os 
polinizadores e facilitam a ação de dispersores de 
sementes de espécies nativas.",A,0.97602,2022,aclimatou afeta ainda ameaça artocarpus asiático bem biodiversidade casos colonial considerada dessa desse diversas espécies exemplo extinção exóticas fator heterophyllus introduzida introdução jaqueira maximizador nacional originária país pode podem pois praticamente processo provocar real redução regiões sudeste território todo árvore índia,A: flora nativa ocupam original parcialmente substituem vegetação áreas; B: animais competição eliminam espécies estimulam frutos perdedoras região típicos; C: alteram ambiente aumentam daquele nichos número possibilidades relações seres vivos; D: alta ambiente apresentam capacidade indivíduos mantêm número reprodução superior suporte taxa; E: ação competição diminuem dispersores espécies facilitam nativas polinizadores relação sementes
125,"Em um dia de calor intenso, dois colegas estão a 
brincar com a água da mangueira. Um deles quer saber 
até que altura o jato de água alcança, a partir da saída de 
água, quando a mangueira está posicionada totalmente 
na direção vertical. O outro colega propõe então o 
seguinte experimento: eles posicionarem a saída de 
água da mangueira na direção horizontal, a 1 metro de 
altura em relação ao chão, e então medirem a distância 
horizontal entre a mangueira e o local onde a água atinge 
o chão. A medida dessa distância foi de 3 metros, e a 
partir disso eles calcularam o alcance vertical do jato de 
água. Considere a aceleração da gravidade de 10 metros 
por segundo ao quadrado.
O resultado que eles obtiveram foi de","A: 1,50 metro.; B: 2,25 metros.; C: 4,00 metros.; D: 4,50 metros.; E: 5,00 metros.",B,2.08841,2022,aceleração alcance alcança altura atinge brincar calcularam calor chão colega colegas considere dessa dia direção disso distância dois então experimento gravidade horizontal intenso jato local mangueira medida medirem metro metros obtiveram onde outro partir posicionada posicionarem propõe quadrado quer relação resultado saber saída seguinte segundo totalmente vertical água,A: metro; B: metros; C: metros; D: metros; E: metros
126,"O etanol é um combustível produzido a partir da 
fermentação da sacarose presente no caldo de cana-
-de-açúcar. Um dos fatores que afeta a produção desse 
álcool é o grau de deterioração da sacarose, que se inicia 
após o corte, por causa da ação de microrganismos. Foram 
analisadas cinco amostras de diferentes tipos de cana-de-
-açúcar e cada uma recebeu um código de identificação. 
No quadro são apresentados os dados de concentração de 
sacarose e de microrganismos presentes nessas amostras.
Descrição do quadro: Apresenta as concentrações 
iniciais de sacarose, em grama por litro, e as 
concentrações de microrganismos, em miligrama 
por litro, para os cinco códigos das amostras de 
cana-de-açúcar: RB72, RB84, RB92, SP79 e SP80.
Amostra RB72: Concentração inicial de sacarose igual 
a 13,0 e a de microrganismos igual a 0,7.
Amostra RB84: Concentração inicial de sacarose igual 
a 18,0 e a de microrganismos igual a 0,8.
Amostra RB92: Concentração inicial de sacarose igual 
a 16,0 e a de microrganismos igual a 0,6.
Amostra SP79: Concentração inicial de sacarose igual 
a 14,0 e a de microrganismos igual a 0,5.
Amostra SP80: Concentração inicial de sacarose igual 
a 17,0 e a de microrganismos igual a 0,9.
Pretende-se escolher o tipo de cana-de-açúcar que 
conterá o maior teor de sacarose 10 horas após o corte e 
que, consequentemente, produzirá a maior quantidade de 
etanol por fermentação. Considere que existe uma redução 
de aproximadamente 50 por cento da concentração de 
sacarose nesse tempo, para cada 1,0 miligrama por litro de 
microrganismos presentes na cana-de-açúcar.
Qual tipo de cana-de-açúcar deve ser escolhido?",A: RB72; B: RB84; C: RB92; D: SP79; E: SP80,C,1.52509,2022,afeta amostra amostras analisadas apresenta apresentados aproximadamente após ação açúcar cada caldo cana causa cento cinco combustível concentração concentrações consequentemente considere conterá corte código códigos dados descrição desse deterioração deve diferentes escolher escolhido etanol existe fatores fermentação grama grau horas identificação igual inicia iniciais inicial litro maior microrganismos miligrama nessas nesse partir presente presentes pretende produzido produzirá produção quadro quantidade recebeu redução sacarose tempo teor tipo tipos álcool,A: ; B: ; C: ; D: ; E: 
127,"Entre as diversas técnicas para diagnóstico da 
covid-19, destaca-se o teste genético. Considerando as 
diferentes variantes e cargas virais, um exemplo é a PCR, 
reação efetuada por uma enzima do tipo polimerase. 
Essa técnica permite identificar, com confiabilidade, o 
material genético do SARS-CoV-2, um vírus de RNA. 
Para comprovação da infecção por esse coronavírus, são 
coletadas amostras de secreções do indivíduo. Uma etapa 
que antecede a reação de PCR precisa ser realizada para 
permitir a amplificação do material genético do vírus.
Essa etapa deve ser realizada para","A: concentrar o RNA viral para otimizar a técnica.; B: identificar nas amostras anticorpos anti-SARS-CoV-2.; C: proliferar o vírus em culturas, aumentando a carga viral.; D: purificar ácidos nucleicos virais, facilitando a ação da 
enzima.; E: obter moléculas de cDNA viral por meio da transcrição 
reversa.",E,3.19204,2022,amostras amplificação antecede cargas coletadas comprovação confiabilidade considerando coronavírus cov covid destaca deve diagnóstico diferentes diversas efetuada enzima etapa exemplo genético identificar indivíduo infecção material pcr permite permitir polimerase precisa realizada reação rna sars secreções teste tipo técnica técnicas variantes virais vírus,A: concentrar otimizar rna técnica viral; B: amostras anti anticorpos cov identificar sars; C: aumentando carga culturas proliferar viral vírus; D: ação enzima facilitando nucleicos purificar virais ácidos; E: cdna meio moléculas obter reversa transcrição viral
128,"Biofísica: fundamentos e aplicações
O quadro mostra valores de corrente elétrica e seus
efeitos sobre o corpo humano.
Descrição do quadro: Apresenta as correntes
elétricas e seus respectivos danos físicos.
Até 10 miliampères: dor e contração muscular.
De 10 miliampères até 20 miliampères: aumento das
contrações musculares.
De 20 miliampères até 100 miliampères: parada
respiratória.
De 100 miliampères até 3 ampères: fribrilação
ventricular.
Acima de 3 ampères: parada cardíaca e queimaduras
A corrente elétrica que percorrerá o corpo de um
indivíduo depende da tensão aplicada e da resistência
elétrica média do corpo humano. Esse último fator está
intimamente relacionado com a umidade da pele, que seca
apresenta resistência elétrica da ordem de 500 quilo-ohms,
mas, se molhada, pode chegar a apenas 1 quilo-ohm.
Apesar de incomum, é possível sofrer um acidente
utilizando baterias de 12 volts. Considere que um
indivíduo com a pele molhada sofreu uma parada
respiratória ao tocar simultaneamente nos pontos A e B
de uma associação de duas dessas baterias.
Qual associação de baterias foi responsável pelo acidente?","A: Descrição da associação de baterias: O ponto A
está ligado ao polo positivo da primeira bateria, o
polo negativo da primeira bateria está ligado ao polo
positivo da segunda bateria, e o polo negativo da
segunda bateria está ligado ao ponto B.; B: Descrição da associação de baterias: O ponto A
está ligado ao polo positivo da primeira bateria, o
polo negativo da primeira bateria está ligado ao
polo negativo da segunda bateria, e o polo positivo
da segunda bateria está ligado ao ponto B.; C: Descrição da associação de baterias: O ponto A
está ligado ao polo negativo da primeira bateria,
que está ligado ao polo negativo da segunda
bateria. O polo positivo da primeira bateria está
ligado ao polo positivo da segunda bateria, que
está ligado ao ponto B.; D: Descrição da associação de baterias: O ponto A
está ligado ao polo negativo da primeira bateria,
o polo positivo da primeira bateria está ligado ao
polo positivo da segunda bateria, e o polo negativo
da segunda bateria está ligado ao ponto B.; E: Descrição da associação de baterias: O ponto A
está ligado ao polo positivo da primeira bateria e
ao polo negativo da segunda bateria. O ponto B
está ligado ao polo negativo da primeira bateria e
ao polo positivo da segunda bateria.",A,1.35453,2022,acidente acima ampères apenas apesar aplicada aplicações apresenta associação aumento b baterias biofísica cardíaca chegar considere contração contrações corpo corrente correntes danos depende descrição dessas dor duas efeitos elétrica elétricas fator fribrilação fundamentos físicos humano incomum indivíduo intimamente miliampères molhada mostra muscular musculares média ohm ohms ordem parada pele percorrerá pode pontos possível quadro queimaduras quilo relacionado resistência respectivos respiratória responsável seca simultaneamente sobre sofrer sofreu tensão tocar umidade utilizando valores ventricular volts último,A: associação b bateria baterias descrição ligado negativo polo ponto positivo primeira segunda; B: associação b bateria baterias descrição ligado negativo polo ponto positivo primeira segunda; C: associação b bateria baterias descrição ligado negativo polo ponto positivo primeira segunda; D: associação b bateria baterias descrição ligado negativo polo ponto positivo primeira segunda; E: associação b bateria baterias descrição ligado negativo polo ponto positivo primeira segunda
129,"Princípios de química: questionando a vida moderna e
o meio ambiente
O urânio é empregado como fonte de energia em reatores
nucleares. Para tanto, o seu mineral deve ser refinado,
convertido a hexafluoreto de urânio e posteriormente
enriquecido, para aumentar de 0,7 por cento a 3 por cento
a abundância de um isótopo específico — o urânio-235.
Uma das formas de enriquecimento utiliza a pequena
diferença de massa entre os hexafluoretos de urânio-235
e de urânio-238 para separá-los por efusão, precedida pela
vaporização. Esses vapores devem efundir repetidamente
milhares de vezes através de barreiras porosas formadas
por telas com grande número de pequenos orifícios. No
entanto, devido à complexidade e à grande quantidade de
energia envolvida, cientistas e engenheiros continuam a
pesquisar procedimentos alternativos de enriquecimento.
Considerando a diferença de massa mencionada entre os
dois isótopos, que tipo de procedimento alternativo ao da
efusão pode ser empregado para tal finalidade?",A: Peneiração.; B: Centrifugação.; C: Extração por solvente.; D: Destilação fracionada.; E: Separação magnética.,B,1.60964,2022,abundância alternativo alternativos ambiente através aumentar barreiras cento cientistas complexidade considerando continuam convertido deve devem devido diferença dois efundir efusão empregado energia engenheiros enriquecido enriquecimento entanto envolvida específico finalidade fonte formadas formas grande hexafluoreto hexafluoretos isótopo isótopos los massa meio mencionada milhares mineral moderna nucleares número orifícios pequena pequenos pesquisar pode porosas posteriormente precedida princípios procedimento procedimentos quantidade questionando química reatores refinado repetidamente separá tal tanto telas tipo urânio utiliza vapores vaporização vezes vida,A: peneiração; B: centrifugação; C: extração solvente; D: destilação fracionada; E: magnética separação
130,"A Agência Nacional de Vigilância Sanitária (Anvisa)
aprovou um produto de terapia gênica no país, indicado
para o tratamento da distrofia hereditária da retina. O
procedimento é recomendado para crianças acima de
12 meses e adultos com perda de visão causada pela
mutação do gene humano RPE65. O produto, elaborado
por engenharia genética, é composto por um vírus, no qual
foi inserida uma cópia do gene normal humano RPE65
para corrigir o funcionamento das células da retina.
O sucesso dessa terapia advém do fato de que o produto
favorecerá a","A: correção do código genético para a tradução da
proteína.; B: alteração do RNA ribossômico ligado à síntese da
proteína.; C: produção de mutações benéficas para a correção do
problema.; D: liberação imediata da proteína normal na região
ocular humana.; E: expressão do gene responsável pela produção da
enzima normal",E,1.93167,2022,acima adultos advém agência anvisa aprovou causada composto corrigir crianças células cópia dessa distrofia elaborado engenharia fato favorecerá funcionamento gene genética gênica hereditária humano indicado inserida meses mutação nacional normal país perda procedimento produto recomendado retina sanitária sucesso terapia tratamento vigilância visão vírus,A: correção código genético proteína tradução; B: alteração ligado proteína ribossômico rna síntese; C: benéficas correção mutações problema produção; D: humana imediata liberação normal ocular proteína região; E: enzima expressão gene normal produção responsável
131,"O físico Hans C. Oersted observou que um fio
transportando corrente elétrica produz um campo
magnético. A presença do campo magnético foi verificada
ao aproximar uma bússola de um fio conduzindo corrente
elétrica. A figura ilustra um fio percorrido por uma corrente
elétrica i, constante e com sentido para cima. Os pontos
A, B e C estão num plano transversal e equidistantes do
fio. Em cada ponto foi colocada uma bússola.
Descrição da imagem: Afigura ilustra um plano sobre
o qual há uma circunferência pontilhada onde estão os
pontos A, B e C, respectivamente nas posições de 10
horas, 7 horas e 4 horas. No centro da circunferência,
há uma reta, perpendicular ao plano, que representa
o fio com uma seta para cima que indica o sentido da
corrente elétrica.Ao lado dessa figura, há uma bússola
que indica o Norte (na cor preta), na parte superior, e o
Sul (na cor branca), na parte inferior.
Considerando apenas o campo magnético por causa da
corrente i, as respectivas configurações das bússolas nos
pontos A, B e C serão","A: Descrição da imagem: Todas as bússolas
indicam o polo sul apontado para o centro da
circunferência.; B: Descrição da imagem: Todas as bússolas
indicam o polo norte apontado para o centro da
circunferência.; C: Descrição da imagem: A bússola do ponto
A está com o polo norte apontado no sentido
horário. A bússola do ponto B está com o polo
norte apontado para o centro da circunferência.
A bússola do ponto C está com o polo norte
apontado no sentido anti-horário.; D: Descrição da imagem: As bússolas dos pontos A,
B e C estão com o polo norte apontado no sentido
anti-horário; E: Descrição da imagem: As bússolas dos pontos
A, B e C estão com o polo norte apontado no
sentido horário.",D,1.65709,2022,afigura apenas aproximar b branca bússola bússolas c cada campo causa centro cima circunferência colocada conduzindo configurações considerando constante cor corrente descrição dessa elétrica equidistantes figura fio físico hans horas i ilustra imagem indica inferior lado magnético norte observou oersted onde parte percorrido perpendicular plano pontilhada ponto pontos posições presença preta produz representa respectivamente respectivas reta sentido seta sobre sul superior transportando transversal verificada,A: apontado bússolas centro circunferência descrição imagem indicam polo sul todas; B: apontado bússolas centro circunferência descrição imagem indicam norte polo todas; C: anti apontado b bússola c centro circunferência descrição horário imagem norte polo ponto sentido; D: anti apontado b bússolas c descrição horário imagem norte polo pontos sentido; E: apontado b bússolas c descrição horário imagem norte polo pontos sentido
132,"Aplicações ambientais de persulfato: remediação de
águas subterrâneas e solos contaminados
A figura ilustra esquematicamente um processo de
remediação de solos contaminados com tricloroeteno (TCE),
um agente desengraxante. Em razão de vazamentos de
tanques de estocagem ou de manejo inapropriado de resíduos
industriais, ele se encontra presente em águas subterrâneas,
nas quais forma uma fase líquida densa não aquosa (DNAPL)
que se deposita no fundo do aquífero. Essa tecnologia de
descontaminaçãoempregaoíonpersulfato(S2
O8
 de carga dois
menos), que é convertido no radical •SO4
 de carga negativa
por minerais que contêm Fe(3). O esquema representa de
forma simplificada o mecanismo de ação química sobre o TCE
e a formação dos produtos de degradação.
Descrição das equações químicas da figura: O
radical SO4
 de carga negativa provoca as reações
a seguir: o reagente TCE (ligação dupla entre os
carbonos de número 1 e 2, dois Cl ligados ao carbono
de número 1 e um Cl e um H ligados ao carbono
de número 2) forma o ácido dicloroetanoico (ligação
simples entre o grupo COOH e um carbono ligado a
dois Cl e um H), que forma o ácido etanodioico (dois
grupos COOH ligados entre si). O ácido etanodioico
forma o ácido metanoico (COOH ligado ao H), que
forma, como produtos finais de degradação, H2
O, CO2
e Cl de carga negativa.
Esse procedimento de remediação de águas subterrâneas
baseia-se em reações de",A: oxirredução.; B: substituição.; C: precipitação.; D: desidratação.; E: neutralização.,A,1.45358,2022,agente ambientais aplicações aquosa aquífero ação baseia carbono carbonos carga cl contaminados contêm convertido cooh degradação densa deposita descontaminaçãoempregaoíonpersulfato descrição desengraxante dicloroetanoico dnapl dois dupla encontra equações esquema esquematicamente estocagem etanodioico fase fe figura finais forma formação fundo grupo grupos h ilustra inapropriado industriais ligado ligados ligação líquida manejo mecanismo menos metanoico minerais negativa número persulfato presente procedimento processo produtos provoca quais química químicas radical razão reagente reações remediação representa resíduos seguir si simples simplificada sobre solos subterrâneas tanques tce tecnologia tricloroeteno vazamentos ácido águas,A: oxirredução; B: substituição; C: precipitação; D: desidratação; E: neutralização
133,"De acordo com a Organização Mundial da Saúde, a
filariose e a leishmaniose são consideradas doenças tropicais
infecciosas e constituem uma preocupação para a saúde
pública por ser alto o índice de mortalidade a elas associado.
Uma medida profilática comum a essas duas doenças é o(a)",A: incineração do lixo orgânico.; B: construção de rede de esgoto.; C: uso de vermífugo pela população.; D: controle das populações dos vetores.; E: consumo de carnes vermelhas bem cozidas.,D,1.46498,2022,acordo alto associado comum consideradas constituem doenças duas filariose infecciosas leishmaniose medida mortalidade mundial organização preocupação profilática pública saúde tropicais índice,A: incineração lixo orgânico; B: construção esgoto rede; C: população uso vermífugo; D: controle populações vetores; E: bem carnes consumo cozidas vermelhas
134,"Parque Solar Lapa entra em operação
Em 2017, foi inaugurado, no estado da Bahia, o Parque
Solar Lapa, composto por duas usinas (Bom Jesus da Lapa
e Lapa) e capaz de gerar cerca de 300 gigawatts-hora
de energia por ano. Considere que cada usina apresente
potência igual a 75 megawatts, com o parque totalizando
uma potência instalada de 150 megawatts. Considere ainda
que a irradiância solar média é de 1 500 watts por metro
quadrado e que a eficiência dos painéis é de 20 por cento.
Nessas condições, a área total dos painéis solares que
compõem o Parque Solar Lapa é mais próxima de:",A: um milhão de metros quadrados; B: quinhentos mil metros quadrados; C: duzentos e cinquenta mil metros quadrados; D: cem mil metros quadrados; E: vinte mil metros quadrados,B,1.87763,2022,ainda ano apresente bahia bom cada capaz cento cerca composto compõem condições considere duas eficiência energia entra estado gerar gigawatts hora igual inaugurado instalada irradiância jesus lapa megawatts metro média nessas operação painéis parque potência próxima quadrado solar solares total totalizando usina usinas watts área,A: metros milhão quadrados; B: metros mil quadrados quinhentos; C: cinquenta duzentos metros mil quadrados; D: cem metros mil quadrados; E: metros mil quadrados vinte
135,"Os riscos apresentados pelos produtos dependem de
suas propriedades e da reatividade quando em contato
com outras substâncias. Para prevenir os riscos devido
à natureza química dos produtos, devemos conhecer
a lista de substâncias incompatíveis e de uso cotidiano
em fábricas, hospitais e laboratórios, a fim de observar
cuidados na estocagem, manipulação e descarte.
O quadro elenca algumas dessas incompatibilidades, que
podem levar à ocorrência de acidentes.
Descrição do quadro: Apresenta substâncias e suas
respectivas incompatibilidades e riscos associados.
Substância: Ácidos minerais fortes concentrados —
Incompatibilidade: Bases fortes, Cianetos e Hipoclorito
de sódio — Riscos associados: Reação enérgica,
explosão, produção de oxidante forte e produto tóxico.
Substância: Ácido nítrico concentrado —
Incompatibilidade: Matéria orgânica — Riscos associados:
Reação enérgica, explosão e produto tóxico.
Considere que houve o descarte indevido de dois
conjuntos de substâncias:
(1) ácido clorídrico concentrado com cianeto de potássio;
(2) ácido nítrico concentrado com sacarose.
O descarte dos conjuntos (1) e (2) resultará,
respectivamente, em",A: liberação de gás tóxico e reação oxidativa forte.; B: reação oxidativa forte e liberação de gás tóxico.; C: formação de sais tóxicos e reação oxidativa forte.; D: liberação de gás tóxico e liberação de gás oxidante.; E: formação de sais tóxicos e liberação de gás oxidante.,A,2.23408,2022,acidentes algumas apresenta apresentados associados bases cianeto cianetos clorídrico concentrado concentrados conhecer conjuntos considere contato cotidiano cuidados dependem descarte descrição dessas devemos devido dois elenca enérgica estocagem explosão fim forte fortes fábricas hipoclorito hospitais incompatibilidade incompatibilidades incompatíveis indevido laboratórios levar lista manipulação matéria minerais natureza nítrico observar ocorrência orgânica outras oxidante podem potássio prevenir produto produtos produção propriedades quadro química reatividade reação respectivamente respectivas resultará riscos sacarose substância substâncias sódio tóxico uso ácido ácidos,A: forte gás liberação oxidativa reação tóxico; B: forte gás liberação oxidativa reação tóxico; C: formação forte oxidativa reação sais tóxicos; D: gás liberação oxidante tóxico; E: formação gás liberação oxidante sais tóxicos
46,"Para diminuir o acúmulo de lixo e o desperdício de materiais de valor econômico e, assim, reduzir a exploração de recursos naturais, adotou-se, em escala internacional, a política dos três erres: Redução, Reutilização e Reciclagem. Um exemplo de reciclagem é a utilização de",A: garrafas de vidro retornáveis para cerveja ou refrigerante.; B: latas de alumínio como material para fabricação de lingotes.; C: sacos plásticos de supermercado como acondicionantes de lixo caseiro.; D: embalagens plásticas vazias e limpas para acondicionar outros alimentos.; E: garrafas PET recortadas em tiras para fabricação de cerdas de vassouras.,B,1.096,2012,acúmulo adotou assim desperdício diminuir econômico erres escala exemplo exploração internacional lixo materiais naturais política reciclagem recursos reduzir redução reutilização três utilização valor,A: cerveja garrafas refrigerante retornáveis vidro; B: alumínio fabricação latas lingotes material; C: acondicionantes caseiro lixo plásticos sacos supermercado; D: acondicionar alimentos embalagens limpas outros plásticas vazias; E: cerdas fabricação garrafas pet recortadas tiras vassouras
47,"Um dos problemas ambientais vivenciados pela agricultura hoje em dia é a compactação do solo, devida ao intenso tráfego de máquinas cada vez mais pesadas, reduzindo a produtividade das culturas. Uma das formas de prevenir o problema de compactação do solo é substituir os pneus dos tratores por pneus mais","A: largos, reduzindo a pressão sobre o solo.; B: estreitos, reduzindo a pressão sobre o solo.; C: largos, aumentando a pressão sobre o solo.; D: estreitos, aumentando a pressão sobre o solo.; E: altos, reduzindo a pressão sobre o solo.",A,0.371,2012,agricultura ambientais cada compactação culturas devida dia formas hoje intenso máquinas pesadas pneus prevenir problema problemas produtividade reduzindo solo substituir tratores tráfego vez vivenciados,A: largos pressão reduzindo sobre solo; B: estreitos pressão reduzindo sobre solo; C: aumentando largos pressão sobre solo; D: aumentando estreitos pressão sobre solo; E: altos pressão reduzindo sobre solo
48,"O milho transgênico é produzido a partir da manipulação do milho original, com a transferência, para este, de um gene de interesse retirado de outro organismo de espécie diferente. A característica de interesse será manifestada em decorrência",A: do incremento do DNA a partir da duplicação do gene transferido.; B: da transcrição do RNA transportador a partir do gene transferido.; C: da expressão de proteínas sintetizadas a partir do DNA não hibridizado.; D: da síntese de carboidratos a partir da ativação do DNA do milho original.; E: da tradução do RNA mensageiro sintetizado a partir do DNA recombinante.;,E,1.766,2012,característica decorrência diferente espécie gene interesse manifestada manipulação milho organismo original outro partir produzido retirado transferência transgênico,A: dna duplicação gene incremento partir transferido; B: gene partir rna transcrição transferido transportador; C: dna expressão hibridizado partir proteínas sintetizadas; D: ativação carboidratos dna milho original partir síntese; E: dna mensageiro partir recombinante rna sintetizado tradução
49,"A produção mundial de alimentos poderia se reduzir a 40% da atual sem a aplicação de controle sobre as pragas agrícolas. Por outro lado, o uso frequente dos agrotóxicos pode causar contaminação em solos, águas superficiais e subterrâneas, atmosfera e alimentos. Os biopesticidas, tais como a piretrina e a coronopilina, têm sido uma alternativa na diminuição dos prejuízos econômicos, sociais e ambientais gerados pelos agrotóxicos. Identifique as funções orgânicas presentes simultaneamente nas estruturas dos dois biopesticidas apresentados:",A: Éter e éster.; B: Cetona e éster.; C: Álcool e cetona.; D: Aldeído e cetona.; E: Éter e ácido carboxílico.,B,1.118,2012,agrotóxicos agrícolas alimentos alternativa ambientais aplicação apresentados atmosfera atual biopesticidas causar contaminação controle coronopilina diminuição dois econômicos estruturas frequente funções gerados identifique lado mundial orgânicas outro piretrina pode poderia pragas prejuízos presentes produção reduzir sido simultaneamente sobre sociais solos subterrâneas superficiais tais têm uso águas,A: éster éter; B: cetona éster; C: cetona álcool; D: aldeído cetona; E: carboxílico ácido éter
50,"Os carrinhos de brinquedo podem ser de vários tipos. Dentre eles, há os movidos a corda, em que uma mola em seu interior é comprimida quando a criança puxa o carrinho para trás. Ao ser solto, o carrinho entra em movimento enquanto a mola volta à sua forma inicial. O processo de conversão de energia que ocorre no carrinho descrito também é verificado em",A: um dínamo.; B: um freio de automóvel.; C: um motor a combustão.; D: uma usina hidroelétrica.; E: uma atiradeira (estilingue).,E,-0.203,2012,brinquedo carrinho carrinhos comprimida conversão corda criança dentre descrito energia enquanto entra forma inicial interior mola movidos movimento ocorre podem processo puxa solto tipos trás verificado volta vários,A: dínamo; B: automóvel freio; C: combustão motor; D: hidroelétrica usina; E: atiradeira estilingue
51,"Pesticidas são contaminantes ambientais altamente tóxicos aos seres vivos e, geralmente, com grande persistência ambiental. A busca por novas formas de eliminação dos pesticidas tem aumentado nos últimos anos, uma vez que as técnicas atuais são economicamente dispendiosas e paliativas. A biorremediação de pesticidas utilizando microrganismos tem se mostrado uma técnica muito promissora para essa finalidade, por apresentar vantagens econômicas e ambientais. Para ser utilizado nesta técnica promissora, um microrganismo deve ser capaz de","A: transferir o contaminante do solo para a água.; B: absorver o contaminante sem alterá-lo quimicamente.; C: apresentar alta taxa de mutação ao longo das gerações.; D: estimular o sistema imunológico do homem contra o contaminante.; E: metabolizar o contaminante, liberando subprodutos menos tóxicos ou atóxicos.",E,0.266,2012,altamente ambientais ambiental anos apresentar atuais aumentado biorremediação busca capaz contaminantes deve dispendiosas economicamente econômicas eliminação finalidade formas geralmente grande microrganismo microrganismos mostrado nesta novas paliativas persistência pesticidas promissora seres técnica técnicas tóxicos utilizado utilizando vantagens vez vivos últimos,A: contaminante solo transferir água; B: absorver alterá contaminante lo quimicamente; C: alta apresentar gerações longo mutação taxa; D: contaminante contra estimular homem imunológico sistema; E: atóxicos contaminante liberando menos metabolizar subprodutos tóxicos
52,"Medidas de saneamento básico são fundamentais no processo de promoção de saúde e qualidade de vida da população. Muitas vezes, a falta de saneamento está relacionada com o aparecimento de várias doenças. Nesse contexto, um paciente dá entrada em um pronto atendimento relatando que há 30 dias teve contato com águas de enchente. Ainda informa que nesta localidade não há rede de esgoto e drenagem de águas pluviais e que a coleta de lixo é inadequada. Ele apresenta os seguintes sintomas: febre, dor de cabeça e dores musculares. Relacionando os sintomas apresentados com as condições sanitárias da localidade, há indicações de que o paciente apresenta um caso de",A: difteria.; B: botulismo.; C: tuberculose.; D: leptospirose.; E: meningite meningocócica.,D,-0.639,2012,ainda aparecimento apresenta apresentados atendimento básico cabeça caso coleta condições contato contexto dias doenças dor dores drenagem dá enchente entrada esgoto falta febre fundamentais inadequada indicações informa lixo localidade medidas muitas musculares nesse nesta paciente pluviais população processo promoção pronto qualidade rede relacionada relacionando relatando saneamento sanitárias saúde seguintes sintomas vezes vida várias águas,A: difteria; B: botulismo; C: tuberculose; D: leptospirose; E: meningite meningocócica
53,"O rótulo de um desodorante aerossol informa ao consumidor que o produto possui em sua composição os gases isobutano, butano e propano, dentre outras substâncias. Além dessa informação, o rótulo traz, ainda, a inscrição “Não contém CFC”. As reações a seguir, que ocorrem na estratosfera, justificam a não utilização de CFC (clorofluorcarbono ou Freon) nesse desodorante: I) CF2 Cℓ2 CF2 Cℓ + Cℓ UV II) Cℓ + O3 O2 • + CℓO • • • A preocupação com as possíveis ameaças à camada de ozônio (O3) baseia-se na sua principal função: proteger a matéria viva na Terra dos efeitos prejudiciais dos raios solares ultravioleta. A absorção da radiação ultravioleta pelo ozônio estratosférico é intensa o suficiente para eliminar boa parte da fração de ultravioleta que é prejudicial à vida. A finalidade da utilização dos gases isobutano, butano e propano neste aerossol é","A: substituir o CFC, pois não reagem com o ozônio, servindo como gases propelentes em aerossóis.; B: servir como propelentes, pois, como são muito reativos, capturam o Freon existente livre na atmosfera, impedindo a destruição do ozônio.; C: reagir com o ar, pois se decompõem espontaneamente em dióxido de carbono (CO2) e água (H2O), que não atacam o ozônio.; D: impedir a destruição do ozônio pelo CFC, pois os hidrocarbonetos gasosos reagem com a radiação UV, liberando hidrogênio (H2), que reage com o oxigênio do ar (O2), formando água (H2O).;E: destruir o CFC, pois reagem com a radiação UV, liberando carbono (C), que reage com o oxigênio do ar (O2), formando dióxido de carbono (CO2), que é inofensivo para a camada de ozônio.",A,0.736,2012,absorção aerossol ainda além ameaças baseia boa butano camada cfc clorofluorcarbono composição consumidor contém dentre desodorante dessa efeitos eliminar estratosfera estratosférico finalidade fração freon função gases i ii informa informação inscrição intensa isobutano justificam matéria nesse neste ocorrem outras ozônio parte possui possíveis prejudiciais prejudicial preocupação principal produto propano proteger radiação raios reações rótulo seguir solares substâncias suficiente terra traz ultravioleta utilização uv vida viva,A: aerossóis cfc gases ozônio pois propelentes reagem servindo substituir; B: atmosfera capturam destruição existente freon impedindo livre ozônio pois propelentes reativos servir; C: ar atacam carbono decompõem dióxido espontaneamente ozônio pois reagir água; D: ar cfc destruição formando gasosos hidrocarbonetos hidrogênio impedir liberando oxigênio ozônio pois radiação reage reagem uv água; E: ar c camada carbono cfc destruir dióxido formando inofensivo liberando oxigênio ozônio pois radiação reage reagem uv
