numero_questao,enunciado,alternativas,gabarito,pc_amostra_acertos,ano,gabarito_texto,distratores,enunciado_tokens,gabarito_tokens,distratores_tokens,dificuldade
Marte, Júpiter, Saturno, Urano e Netuno são
planetas clássicos e que Ceres, Plutão e Éris são
planetas-anões.
Considerando os versos da sextilha e as informações da
tabela, a qual planeta o cordel faz referência?",A: Mercúrio.; B: Júpiter.; C: Urano.; D: Saturno.; E: Netuno.,D,0.32,2021,Saturno.,Mercúrio.; Júpiter.; Urano.; Netuno.,texto cordel intitulado senhor anéis autoria gonçalo ferreira silva lê sextilha distância relação planeta amado pouco menos sol distanciado menos denso água normal estado texto descrição imagem tabela intitulada distâncias médias planetas sol densidades médias planetas respectivas distâncias médias sol unidades astronômicas densidades relativas médias mercúrio vênus terra marte ceres júpiter saturno urano netuno plutão éris rodapé tabela consta informação unidade astronômica igual milhões quilômetros indicação mercúrio vênus terra marte júpiter saturno urano netuno planetas clássicos ceres plutão éris planetas anões considerando versos sextilha informações tabela planeta cordel faz referência,saturno,mercúrio júpiter urano netuno,0.71695
117,"Cientistas da Universidade de New South Wales,
na Austrália, demonstraram em 2012 que a Lei de
Ohm é válida mesmo para fios finíssimos, cuja área
da seção reta compreende alguns poucos átomos.
Atabela apresenta as áreas e comprimentos de alguns
dos fios construídos (respectivamente com as mesmas
unidades de medida). Considere que a resistividade
mantém-se constante para todas as geometrias (uma
aproximação confirmada pelo estudo).
Descrição da imagem:
A tabela contém dados de área, comprimento e
resistência elétrica de quatro fios.
Fio 1: Área: 9; Comprimento: 312; Resistência elétrica: R1.
Fio 2: Área: 4; Comprimento: 47; Resistência elétrica: R2.
Fio 3: Área: 2: Comprimento: 54: Resistência elétrica: R3.
Fio 4: Área: 1; Comprimento: 106; Resistência elétrica: R4.
As resistências elétricas dos fios, em ordem crescente, são",A: R1 menor que R2 menor que R3 menor que R4.; B: R2 menor que R1 menor que R3 menor que R4.; C: R2 menor que R3 menor que R1 menor que R4.; D: R4 menor que R1 menor que R3 menor que R2.; E: R4 menor que R3 menor que R2 menor que R1.,C,0.15,2021,R2 menor que R3 menor que R1 menor que R4.,R1 menor que R2 menor que R3 menor que R4.; R2 menor que R1 menor que R3 menor que R4.; R4 menor que R1 menor que R3 menor que R2.; R4 menor que R3 menor que R2 menor que R1.,cientistas universidade new south wales austrália demonstraram lei ohm válida fios finíssimos cuja área seção reta compreende alguns poucos átomos atabela apresenta áreas comprimentos alguns fios construídos respectivamente mesmas unidades medida considere resistividade mantém constante todas geometrias aproximação confirmada estudo descrição imagem tabela contém dados área comprimento resistência elétrica quatro fios fio área comprimento resistência elétrica fio área comprimento resistência elétrica fio área comprimento resistência elétrica fio área comprimento resistência elétrica resistências elétricas fios ordem crescente,menor menor menor,menor menor menor menor menor menor menor menor menor menor menor menor,1.66716
118,"Organismos autótrofos e heterótrofos realizam
processos complementares que associam os ciclos do
carbono e do oxigênio. O carbono fixado pela energia
luminosa ou a partir de compostos inorgânicos é
eventualmente degradado pelos organismos, resultando
em fontes de carbono como metano ou gás carbônico.
Ainda, outros compostos orgânicos são catabolizados
pelos seres, com menor rendimento energético,
produzindo compostos secundários (subprodutos) que
podem funcionar como combustíveis ambientais.
O processo metabólico associado à expressão
combustíveis ambientais é a",A: fotossíntese.; B: fermentação.; C: quimiossíntese.; D: respiração aeróbica.; E: fosforilação oxidativa.,B,0.14,2021,fermentação.,fotossíntese.; quimiossíntese.; respiração aeróbica.; fosforilação oxidativa.,organismos autótrofos heterótrofos realizam processos complementares associam ciclos carbono oxigênio carbono fixado energia luminosa partir compostos inorgânicos eventualmente degradado organismos resultando fontes carbono metano gás carbônico ainda outros compostos orgânicos catabolizados seres menor rendimento energético produzindo compostos secundários subprodutos podem funcionar combustíveis ambientais processo metabólico associado expressão combustíveis ambientais,fermentação,fotossíntese quimiossíntese respiração aeróbica fosforilação oxidativa,1.40589
120,"O rompimento da barragem de rejeitos de mineração
no município mineiro de Mariana e o derramamento de
produtos tóxicos nas águas do Rio Doce, ocorridos em
2015, ainda têm consequências para os organismos
que habitam o Parque Nacional Marinho de Abrolhos,
localizado a mais de 1000 quilômetros de distância.
Esse desastre ambiental afetou o fitoplâncton, as
esponjas, as algas macroscópicas, os peixes herbívoros
e os golfinhos.
Concentrações mais elevadas dos compostos citados
são encontradas em",A: esponjas.; B: golfinhos.; C: fitoplâncton.; D: peixes herbívoros.; E: algas macroscópicas.,B,0.07,2021,golfinhos.,esponjas.; fitoplâncton.; peixes herbívoros.; algas macroscópicas.,rompimento barragem rejeitos mineração município mineiro mariana derramamento produtos tóxicos águas rio doce ocorridos ainda têm consequências organismos habitam parque nacional marinho abrolhos localizado quilômetros distância desastre ambiental afetou fitoplâncton esponjas algas macroscópicas peixes herbívoros golfinhos concentrações elevadas compostos citados encontradas,golfinhos,esponjas fitoplâncton peixes herbívoros algas macroscópicas,1.21839
121,"Duas esferas carregadas com cargas iguais em
módulo e sinais contrários estão ligadas por uma
haste rígida isolante na forma de haltere. O sistema se
movimenta sob ação da gravidade numa região que tem
um campo magnético horizontal uniforme B vetorial, da
esquerda para a direita. A imagem apresenta o sistema
visto de cima para baixo, no mesmo sentido da aceleração
da gravidade g vetorial que atua na região.
Descrição da imagem:
Campo magnético uniforme B no plano da página, na
direção horizontal e sentido da esquerda para a direita.
O haltere está disposto na direção horizontal, alinhado
com o campo magnético B. A esfera da esquerda
possui carga positiva e a da direita carga negativa. A
aceleração da gravidade é um vetor perpendicular ao
plano da folha, com sentido entrando na página.
Visto de cima, o diagrama esquemático das forças
magnéticas que atuam no sistema, no momento inicial em
que as cargas penetram na região de campo magnético,
está representado em","A: força sobre a carga positiva está no plano da página,
com sentido que aponta para o rodapé da página. A
força sobre a carga negativa está no plano da página,
com sentido que aponta para o cabeçalho da página.; B: As duas forças estão no plano da página, com sentido
que aponta para o rodapé da página.; C: As duas forças estão no plano da página, ao longo
do eixo do haltere, cada uma com sentido que aponta
para a carga oposta.; D: As duas forças estão no plano da página, com sentido
que aponta para o cabeçalho da página.; E: A força sobre a carga positiva está no plano da página,
com sentido que aponta para o cabeçalho da página. A força sobre a carga negativa está no plano da página,
com sentido que aponta para o rodapé da página.",A,0.09,2021,"força sobre a carga positiva está no plano da página,
com sentido que aponta para o rodapé da página. A
força sobre a carga negativa está no plano da página,
com sentido que aponta para o cabeçalho da página.","As duas forças estão no plano da página, com sentido
que aponta para o rodapé da página.; As duas forças estão no plano da página, ao longo
do eixo do haltere, cada uma com sentido que aponta
para a carga oposta.; As duas forças estão no plano da página, com sentido
que aponta para o cabeçalho da página.; A força sobre a carga positiva está no plano da página,
com sentido que aponta para o cabeçalho da página. A força sobre a carga negativa está no plano da página,
com sentido que aponta para o rodapé da página.",duas esferas carregadas cargas iguais módulo sinais contrários ligadas haste rígida isolante forma haltere sistema movimenta sob ação gravidade região campo magnético horizontal uniforme b vetorial esquerda direita imagem apresenta sistema visto cima baixo sentido aceleração gravidade g vetorial atua região descrição imagem campo magnético uniforme b plano página direção horizontal sentido esquerda direita haltere disposto direção horizontal alinhado campo magnético b esfera esquerda possui carga positiva direita carga negativa aceleração gravidade vetor perpendicular plano folha sentido entrando página visto cima diagrama esquemático forças magnéticas atuam sistema momento inicial cargas penetram região campo magnético representado,força sobre carga positiva plano página sentido aponta rodapé página força sobre carga negativa plano página sentido aponta cabeçalho página,duas forças plano página sentido aponta rodapé página duas forças plano página longo eixo haltere cada sentido aponta carga oposta duas forças plano página sentido aponta cabeçalho página força sobre carga positiva plano página sentido aponta cabeçalho página força sobre carga negativa plano página sentido aponta rodapé página,2.02542
122,"Uma escola iniciou o processo educativo para
implantação da coleta seletiva e destino de materiais
recicláveis. Para atingir seus objetivos, a instituição
planejou:
1) sensibilizar a comunidade escolar, desenvolvendo
atividades em sala e extraclasse de maneira
contínua;
2) capacitar o pessoal responsável pela limpeza da
escola quanto aos novos procedimentos adotados
com a coleta seletiva; e
3) distribuir coletores de materiais recicláveis
específicos nas salas, pátio e outros ambientes
para acondicionamento dos resíduos.
Para completar a ação proposta no ambiente escolar, o
que falta ser inserido no planejamento?","A: Realizar campanhas educativas de sensibilização em
bairros vizinhos para fortalecer a coleta seletiva.; B: Firmar parceria com a prefeitura ou cooperativa de
catadores para recolhimento dos materiais recicláveis
e destinação apropriada.; C: Organizar visitas ao lixão ou aterro local para
identificar aspectos importantes sobre a disposição
final do lixo.; D: Divulgar na rádio local, no jornal impresso e nas redes
sociais que a escola está realizando a coleta seletiva.; E: Colocar recipientes coletores de lixo reciclável fora da
escola para entrega voluntária pela população.",B,0.45,2021,"Firmar parceria com a prefeitura ou cooperativa de
catadores para recolhimento dos materiais recicláveis
e destinação apropriada.","Realizar campanhas educativas de sensibilização em
bairros vizinhos para fortalecer a coleta seletiva.; Organizar visitas ao lixão ou aterro local para
identificar aspectos importantes sobre a disposição
final do lixo.; Divulgar na rádio local, no jornal impresso e nas redes
sociais que a escola está realizando a coleta seletiva.; Colocar recipientes coletores de lixo reciclável fora da
escola para entrega voluntária pela população.",escola iniciou processo educativo implantação coleta seletiva destino materiais recicláveis atingir objetivos instituição planejou sensibilizar comunidade escolar desenvolvendo atividades sala extraclasse maneira contínua capacitar pessoal responsável limpeza escola quanto novos procedimentos adotados coleta seletiva distribuir coletores materiais recicláveis específicos salas pátio outros ambientes acondicionamento resíduos completar ação proposta ambiente escolar falta inserido planejamento,firmar parceria prefeitura cooperativa catadores recolhimento materiais recicláveis destinação apropriada,realizar campanhas educativas sensibilização bairros vizinhos fortalecer coleta seletiva organizar visitas lixão aterro local identificar aspectos importantes sobre disposição final lixo divulgar rádio local jornal impresso redes sociais escola realizando coleta seletiva colocar recipientes coletores lixo reciclável escola entrega voluntária população,0.30941
123,"Os búfalos são animais considerados rústicos pelos
criadores e, por isso, são deixados no campo sem
controle reprodutivo. Por causa desse tipo de criação,
a consanguinidade é favorecida, proporcionando o
aparecimento de enfermidades, como o albinismo,
defeitos cardíacos, entre outros. Separar os animais
de forma adequada minimizaria a ocorrência desses
problemas.
Qual procedimento biotecnológico prévio é recomendado
nessa situação?",A: Transgenia.; B: Terapia gênica.; C: Vacina de DNA.; D: Clonagem terapêutica.; E: Mapeamento genético.,E,0.64,2021,Mapeamento genético.,Transgenia.; Terapia gênica.; Vacina de DNA.; Clonagem terapêutica.,búfalos animais considerados rústicos criadores deixados campo controle reprodutivo causa desse tipo criação consanguinidade favorecida proporcionando aparecimento enfermidades albinismo defeitos cardíacos outros separar animais forma adequada minimizaria ocorrência desses problemas procedimento biotecnológico prévio recomendado nessa situação,mapeamento genético,transgenia terapia gênica vacina dna clonagem terapêutica,-0.72714
125,"Um dos exames clínicos mais tradicionais para medir
a capacidade reflexa dos indivíduos é o exame do reflexo
patelar. Esse exame consiste na estimulação da patela, um
pequeno osso localizado na parte anterior da articulação
do joelho, com um pequeno martelo. A resposta reflexa
ao estímulo é caracterizada pelo levantamento da perna
em que o estímulo foi aplicado.
Qual região específica do sistema nervoso coordena
essa resposta?",A: Ponte.; B: Medula.; C: Cerebelo.; D: Hipotálamo.; E: Neuro-hipófise.,B,0.23,2021,Medula.,Ponte.; Cerebelo.; Hipotálamo.; Neuro-hipófise.,exames clínicos tradicionais medir capacidade reflexa indivíduos exame reflexo patelar exame consiste estimulação patela pequeno osso localizado parte anterior articulação joelho pequeno martelo resposta reflexa estímulo caracterizada levantamento perna estímulo aplicado região específica sistema nervoso coordena resposta,medula,ponte cerebelo hipotálamo neuro hipófise,1.65732
126,"Na montagem de uma cozinha para um restaurante,
a escolha do material correto para as panelas é
importante, pois a panela que conduz mais calor é capaz
de cozinhar os alimentos mais rapidamente e, com
isso, há economia de gás. A taxa de condução do calor
depende da condutividade k do material, de sua área
A, da diferença de temperatura delta T maiúsculo e da
espessura d do material, sendo dada pela relação fração
de numerador delta Q maiúsculo e denominador delta t
minúsculo é igual a k vezes A vezes fração de numerador
delta T maiúsculo e denominador d. Em panelas com
dois materiais, a taxa de condução é dada por fração
de numerador delta Q maiúsculo e denominador delta t
minúsculo é igual a A vezes fração de numerador delta
T maiúsculo e denominador, abre parêntese, fração de
numerador d1 e denominador k1 somada à fração de
numerador d2 e denominador k2, fecha parêntese, em
que d1 e d2 são as espessuras dos dois materiais, e k1 e
k2 são as condutividades de cada material. Os materiais
mais comuns no mercado para panelas são o alumínio
(k = 20 watts por metro por Kelvin), o ferro (k = 8 watts
por metro por Kelvin) e o aço (k = 5 watts por metro por
Kelvin) combinado com o cobre (k = 40 watts por metro
por Kelvin).
Compara-se uma panela de ferro, uma de alumínio
e uma composta de metade da espessura em cobre e
a outra metade da espessura em aço, todas com a mesma
espessura total e com a mesma área de fundo.
A ordem crescente da mais econômica para a menos
econômica é","A: cobre-aço, alumínio e ferro.; B: alumínio, cobre-aço e ferro.; C: cobre-aço, ferro e alumínio.; D: alumínio, ferro e cobre-aço.; E: ferro, alumínio e cobre-aço.",B,0.19,2021,"alumínio, cobre-aço e ferro.","cobre-aço, alumínio e ferro.; cobre-aço, ferro e alumínio.; alumínio, ferro e cobre-aço.; ferro, alumínio e cobre-aço.",montagem cozinha restaurante escolha material correto panelas importante pois panela conduz calor capaz cozinhar alimentos rapidamente economia gás taxa condução calor depende condutividade k material área diferença temperatura delta t maiúsculo espessura d material sendo dada relação fração numerador delta q maiúsculo denominador delta t minúsculo igual k vezes vezes fração numerador delta t maiúsculo denominador d panelas dois materiais taxa condução dada fração numerador delta q maiúsculo denominador delta t minúsculo igual vezes fração numerador delta t maiúsculo denominador abre parêntese fração numerador denominador somada fração numerador denominador fecha parêntese espessuras dois materiais condutividades cada material materiais comuns mercado panelas alumínio k watts metro kelvin ferro k watts metro kelvin aço k watts metro kelvin combinado cobre k watts metro kelvin compara panela ferro alumínio composta metade espessura cobre outra metade espessura aço todas mesma espessura total mesma área fundo ordem crescente econômica menos econômica,alumínio cobre aço ferro,cobre aço alumínio ferro cobre aço ferro alumínio alumínio ferro cobre aço ferro alumínio cobre aço,1.99105
127,"O fogão por indução consiste de um sistema
de bobinas que induz corrente elétrica nas panelas.
A corrente elétrica, ao percorrer a panela, irá transferir
calor, responsável pelo cozimento dos alimentos.
Na figura, a bobina 1, conectada à rede de tensão
alternada, representa o fogão, e a bobina 2, conectada ao
amperímetro, representa a panela. É comum encontrar
fogões por indução com potência de 6,6 quilowatis sob
tensão de 220 volts cuja eficiência de conversão de
energia elétrica em térmica é de 90 por cento.
Descrição da imagem: Ilustração de uma rede
elétrica conectada à bobina 1. À direita, e com
os eixos paralelos à bobina 1, está a bobina 2,
conectada ao amperímetro. As áreas das bobinas
1 e 2 são iguais.
Durante o funcionamento do fogão por indução, a corrente
elétrica na bobina 1 irá induzir uma corrente elétrica na
bobina 2 mais próxima de",A: três ampéres.; B: vinte e sete ampéres.; C: trinta ampéres.; D: trinta e três ampéres.,B,0.31,2021,vinte e sete ampéres.,três ampéres.; trinta ampéres.; trinta e três ampéres.,fogão indução consiste sistema bobinas induz corrente elétrica panelas corrente elétrica percorrer panela irá transferir calor responsável cozimento alimentos figura bobina conectada rede tensão alternada representa fogão bobina conectada amperímetro representa panela comum encontrar fogões indução potência quilowatis sob tensão volts cuja eficiência conversão energia elétrica térmica cento descrição imagem ilustração rede elétrica conectada bobina direita eixos paralelos bobina bobina conectada amperímetro áreas bobinas iguais durante funcionamento fogão indução corrente elétrica bobina irá induzir corrente elétrica bobina próxima,vinte sete ampéres,três ampéres trinta ampéres trinta três ampéres,2.07515
128,"As plantas vasculares são compostas por três
partes básicas: raiz, caule e folhas. A estrutura dessas
partes pode variar entre as espécies, de acordo com
adaptações específicas a diferentes modos de vida.
Avicennia schaueriana é uma espécie de angiosperma
caracterizada por apresentar pneumatóforos, caule liso e
folhas com glândulas que expelem sal.
A planta descrita está adaptada ao bioma",A: Floresta de Araucárias.; B: Floresta Amazônica.; C: Manguezal.; D: Caatinga.; E: Cerrado.,C,0.29,2021,Manguezal.,Floresta de Araucárias.; Floresta Amazônica.; Caatinga.; Cerrado.,plantas vasculares compostas três partes básicas raiz caule folhas estrutura dessas partes pode variar espécies acordo adaptações específicas diferentes modos vida avicennia schaueriana espécie angiosperma caracterizada apresentar pneumatóforos caule liso folhas glândulas expelem sal planta descrita adaptada bioma,manguezal,floresta araucárias floresta amazônica caatinga cerrado,1.21723
129,"Os pesticidas organoclorados foram amplamente
empregados na agricultura, contudo, em razão das suas
elevadas toxicidades e persistências no meio ambiente,
eles foram banidos. Considere a aplicação de quinhentos
gramas de um pesticida organoclorado em uma cultura
e que, em certas condições, o tempo de meia-vida do
pesticida no solo seja de 5 anos.
A massa do pesticida no decorrer de 35 anos será mais
próxima de",A: três vírgula nove gramas; B: trinta e um vírgula dois gramas; C: sessenta e dois vírgula cinco gramas; D: cento e vinte e cinco vírgula zero gramas; E: duzentos e cinquenta vírgula zero gramas,A,0.18,2021,três vírgula nove gramas,trinta e um vírgula dois gramas; sessenta e dois vírgula cinco gramas; cento e vinte e cinco vírgula zero gramas; duzentos e cinquenta vírgula zero gramas,pesticidas organoclorados amplamente empregados agricultura contudo razão elevadas toxicidades persistências meio ambiente banidos considere aplicação quinhentos gramas pesticida organoclorado cultura certas condições tempo meia vida pesticida solo anos massa pesticida decorrer anos próxima,três vírgula nove gramas,trinta vírgula dois gramas sessenta dois vírgula cinco gramas cento vinte cinco vírgula zero gramas duzentos cinquenta vírgula zero gramas,0.76309
130,"A sequência de nucleotídeos do RNA mensageiro
presentes em um gene de um fungo, constituída de sete
códons, está escrita a seguir.
Descrição da imagem: Quadro que indica a sequência
de letras que representa os 7 códons: 1-AUG, 2-UUU,
3-GUU, 4-CAA, 5-UGU, 6- AGU, 7-UAG.
Pesquisadores submeteram a sequência a mutações
independentes. Sabe-se que os códons UAG e UAA são
terminais, ou seja, indicam a interrupção da tradução.
Qual mutação produzirá a menor proteina?",A: Deleção de G no códon três.; B: Substituição de C por U no códon 4.; C: Substituição de G por C no códon 6.; D: Substituição de A por G no códon 7.; E: Deleção dos dois primeiros nucleotídeos no códon 5.,B,0.18,2021,Substituição de C por U no códon 4.,Deleção de G no códon três.; Substituição de G por C no códon 6.; Substituição de A por G no códon 7.; Deleção dos dois primeiros nucleotídeos no códon 5.,sequência nucleotídeos rna mensageiro presentes gene fungo constituída sete códons escrita seguir descrição imagem quadro indica sequência letras representa códons aug uuu guu caa ugu agu uag pesquisadores submeteram sequência mutações independentes sabe códons uag uaa terminais indicam interrupção tradução mutação produzirá menor proteina,substituição c u códon,deleção g códon três substituição g c códon substituição g códon deleção dois primeiros nucleotídeos códon,1.12828
131,"A simples atitude de não jogar direto no lixo ou no
ralo da pia o óleo de cozinha usado pode contribuir para
a redução da poluição ambiental. Mas o que fazer com
o óleo vegetal que não será mais usado? Não existe um
modelo ideal de descarte, mas uma alternativa simples
tem sido reaproveitá-lo para fazer sabão. Para isso, são
necessários, além do próprio óleo, água e soda cáustica.
Com base no texto, a reação química que permite o
reaproveitamento do óleo vegetal é denominada",A: redução.; B: epoxidação.; C: substituição.; D: esterificação.; E: saponificação.,E,0.31,2021,saponificação.,redução.; epoxidação.; substituição.; esterificação.,simples atitude jogar direto lixo ralo pia óleo cozinha usado pode contribuir redução poluição ambiental fazer óleo vegetal usado existe modelo ideal descarte alternativa simples sido reaproveitá lo fazer sabão necessários além próprio óleo água soda cáustica base texto reação química permite reaproveitamento óleo vegetal denominada,saponificação,redução epoxidação substituição esterificação,0.97623
132,"Durante o desenvolvimento embrionário humano
ocorre uma comunicação entre os átrios direito e esquerdo
através do forame oval (ou forame de Botal). Essa
comunicação não causa prejuízos à circulação do bebê
em formação, exceto se ela perdurar após o nascimento.
Os prejuízos no período embrionário são evitados porque
a circulação fetal se assemelha à dos(as)","A: aves, porque a pequena circulação e a grande
circulação estão presentes.; B: répteis, porque a mistura de sangue é minimizada por
um metabolismo lento.; C: crocodilianos, porque a separação dos ventrículos
impede a mistura sanguínea.; D: peixes, porque a circulação é simples, ocorrendo
uma passagem única pelo coração.; E: O anfíbios, porque pressões diferenciais temporalmente o sangue venoso do arterial.",D,0.1,2021,"peixes, porque a circulação é simples, ocorrendo
uma passagem única pelo coração.","aves, porque a pequena circulação e a grande
circulação estão presentes.; répteis, porque a mistura de sangue é minimizada por
um metabolismo lento.; crocodilianos, porque a separação dos ventrículos
impede a mistura sanguínea.; O anfíbios, porque pressões diferenciais temporalmente o sangue venoso do arterial.",durante desenvolvimento embrionário humano ocorre comunicação átrios direito esquerdo através forame oval forame botal comunicação causa prejuízos circulação bebê formação exceto perdurar após nascimento prejuízos período embrionário evitados porque circulação fetal assemelha,peixes porque circulação simples ocorrendo passagem única coração,aves porque pequena circulação grande circulação presentes répteis porque mistura sangue minimizada metabolismo lento crocodilianos porque separação ventrículos impede mistura sanguínea anfíbios porque pressões diferenciais temporalmente sangue venoso arterial,3.81485
133,"No cultivo por hidroponia, são utilizadas soluções
nutritivas contendo macronutrientes e micronutrientes
essenciais. Além dos nutrientes, o pH é um parâmetro de
extrema importância, uma vez que ele afeta a preparação
da solução nutritiva e a absorção dos nutrientes pelas
plantas. Para o cultivo de alface, valores de pH entre 5,5 e
6,5 são ideais para o seu desenvolvimento. As correções
de pH são feitas pela adição de compostos ácidos ou
básicos, mas não devem introduzir elementos nocivos às
plantas. Na tabela, são apresentados alguns dados da
composição da solução nutritiva de referência para esse
cultivo. Também é apresentada a composição de uma
solução preparada por um produtor de cultivo hidropônico.
Descrição da imagem:
Tabela com algumas espécies químicas e suas
respectivas concentrações em milimol por litro para a
composição de referência, com pH entre 5,5 e 6,5, e,
para a solução nutritiva preparada, com pH igual a 4,8.
Macronutrientes: N, abre parêntese, NH, com carga
positiva, fecha parêntese; concentrações: 1,0 e 0,8.
P, abre parêntese, H.PO, com carga negativa, fecha
parêntese; concentrações: 1,0 e 1,0.
K com carga positiva; concentrações: 6,0 e 3,5.
Ca com carga positiva 2; concentrações: 4,0 e 3,0.
SO, com carga negativa 2; concentrações: 2,0 e 1,0.
Micronutrientes: Fe com carga positiva 2;
concentrações: 0,09 e 0,07.
C! com carga negativa; concentrações: valor
indeterminado e 0,0045.
Para correção do pH da solução nutritiva preparada, esse
produtor pode empregar uma solução de",A: ácido fosfórico; B: sulfato de cálcio; C: óxido de alumínio; D: cloreto de ferro(2); E: hidróxido de potássio,E,0.21,2021,hidróxido de potássio,ácido fosfórico; sulfato de cálcio; óxido de alumínio; cloreto de ferro(2),cultivo hidroponia utilizadas soluções nutritivas contendo macronutrientes micronutrientes essenciais além nutrientes ph parâmetro extrema importância vez afeta preparação solução nutritiva absorção nutrientes plantas cultivo alface valores ph ideais desenvolvimento correções ph feitas adição compostos ácidos básicos devem introduzir elementos nocivos plantas tabela apresentados alguns dados composição solução nutritiva referência cultivo apresentada composição solução preparada produtor cultivo hidropônico descrição imagem tabela algumas espécies químicas respectivas concentrações milimol litro composição referência ph solução nutritiva preparada ph igual macronutrientes n abre parêntese nh carga positiva fecha parêntese concentrações p abre parêntese h po carga negativa fecha parêntese concentrações k carga positiva concentrações ca carga positiva concentrações so carga negativa concentrações micronutrientes fe carga positiva concentrações c carga negativa concentrações valor indeterminado correção ph solução nutritiva preparada produtor pode empregar solução,hidróxido potássio,ácido fosfórico sulfato cálcio óxido alumínio cloreto ferro,1.34841
134,"O sino dos ventos é composto por várias barras
metálicas de mesmo material e espessura, mas de
comprimentos diferentes, conforme a figura.
Descrição da imagem:
Ilustração de um sino dos ventos formado por seis
barras metálicas cilíndricas. Essas barras estão
penduradas em uma circunferência e igualmente
espaçadas. A barra mais curta corresponde ao
comprimento 1 e a barra mais longa corresponde ao
comprimento 2.
Considere f, e v,, respectivamente, como a frequência
fundamental e a velocidade de propagação do som
emitido pela barra de menor comprimento, e f, e v, são
essas mesmas grandezas para o som emitido pela barra
de maior comprimento.
As relações entre as frequências fundamentais e entre as
velocidades de propagação são, respectivamente",A: f um menor que f dois e v um menor que v dois.; B: f um menor que f dois e v um igual a v dois.; C: f um menor que f dois e v um maior que v dois.; D: f um maior que f dois e v um igual a v dois.; E: f um maior que f dois e v um maior que v dois.,D,0.16,2021,f um maior que f dois e v um igual a v dois.,f um menor que f dois e v um menor que v dois.; f um menor que f dois e v um igual a v dois.; f um menor que f dois e v um maior que v dois.; f um maior que f dois e v um maior que v dois.,sino ventos composto várias barras metálicas material espessura comprimentos diferentes conforme figura descrição imagem ilustração sino ventos formado seis barras metálicas cilíndricas barras penduradas circunferência igualmente espaçadas barra curta corresponde comprimento barra longa corresponde comprimento considere f v respectivamente frequência fundamental velocidade propagação som emitido barra menor comprimento f v mesmas grandezas som emitido barra maior comprimento relações frequências fundamentais velocidades propagação respectivamente,f maior f dois v igual v dois,f menor f dois v menor v dois f menor f dois v igual v dois f menor f dois v maior v dois f maior f dois v maior v dois,1.65693
135,"O polvo mimético apresenta padrões cromáticos e
comportamentos muito curiosos. Frequentemente, muda
a orientação de seus tentáculos, assemelhando-se a
alguns animais. As imagens 1, 3 e 5 apresentam polvos
mimetizando, respectivamente, um peixe-linguado (2),
um peixe-leão (4) e uma serpente-marinha (6). Descrição da imagem:
Imagem 1: O polvo está com todos os tentáculos
recolhidos para o mesmo lado, unidos junto ao corpo
e assumindo um formato ovalado, semelhante ao do
peixe-linguado, apresentado na imagem 2.
Imagem 3: Os tentáculos do polvo aparecem abertos,
semelhantes às múltiplas nadadeiras do peixe-leão,
apresentado na imagem 4.
Imagem 5: Os tentáculos do polvo estão divididos
em duas direções opostas. De cada lado, esses
tentáculos estão unidos e assumem um formato
cilíndrico, que dão a aparência de um corpo
cilíndrico longo, semelhante ao da serpente-marinha,
apresentada na imagem 6.
Do ponto de vista evolutivo, a capacidade apresentada se
estabeleceu porque os polvos","A: originaram-se do mesmo ancestral que esses
animais.; B: passaram por mutações similares a esses organismos.; C: observaram esses animais em seus nichos ecológicos.; D: O resultaram de convergência adaptativa com essas espécies.; E: sobreviveram às pressões seletivas com esses comportamentos.",E,0.32,2021,sobreviveram às pressões seletivas com esses comportamentos.,"originaram-se do mesmo ancestral que esses
animais.; passaram por mutações similares a esses organismos.; observaram esses animais em seus nichos ecológicos.; O resultaram de convergência adaptativa com essas espécies.",polvo mimético apresenta padrões cromáticos comportamentos curiosos frequentemente muda orientação tentáculos assemelhando alguns animais imagens apresentam polvos mimetizando respectivamente peixe linguado peixe leão serpente marinha descrição imagem imagem polvo todos tentáculos recolhidos lado unidos junto corpo assumindo formato ovalado semelhante peixe linguado apresentado imagem imagem tentáculos polvo aparecem abertos semelhantes múltiplas nadadeiras peixe leão apresentado imagem imagem tentáculos polvo divididos duas direções opostas cada lado tentáculos unidos assumem formato cilíndrico dão aparência corpo cilíndrico longo semelhante serpente marinha apresentada imagem ponto vista evolutivo capacidade apresentada estabeleceu porque polvos,sobreviveram pressões seletivas comportamentos,originaram ancestral animais passaram mutações similares organismos observaram animais nichos ecológicos resultaram convergência adaptativa espécies,0.64628
91,"O protozoário Trypanosoma cruzi, causador da doença 
de Chagas, pode ser a nova arma da medicina contra o 
câncer. Pesquisadores brasileiros conseguiram criar uma 
vacina contra a doença usando uma variação do protozoário 
incapaz de desencadear a patologia (não patogênico). Para 
isso, realizaram uma modificação genética criando um T. cruzi 
capaz de produzir também moléculas fabricadas pelas células 
tumorais. Quando o organismo inicia o combate ao protozoário, 
entra em contato também com a molécula tumoral, que passa 
a ser vista também pelo sistema imune como um indicador de 
células do protozoário. Depois de induzidas as defesas, estas 
passam a destruir todas as células com a molécula tumoral, 
como se lutassem apenas contra o protozoário. 
Qual o mecanismo utilizado no experimento para enganar 
